Prospectus Type,Document Type,Consideration offered,Last Passporting Date,Approval or filing date,Home Member State,Securities Type,Issuer(s) Name / LEI,ISIN,First Passporting Date,Last Update Date,Host Member State(s),National Document ID
Standalone Prospectus,Standalone prospectus,Max 12000000,,15/11/2021,SLOVAKIA,Debt with denomination < €100.000,Mint Metropolis a.s. - 097900CAKA0000055653,SK4000020053,,23/02/2022,,NBS1-000-066-177
Standalone Prospectus,Standalone prospectus,Max 35000000,,09/11/2021,SLOVAKIA,Debt with denomination < €100.000,"JOJ Media House, a. s. - 315700XP27N8YWW3D584",SK4000019972,,04/02/2022,,NBS1-000-065-685
Standalone Prospectus,Standalone prospectus,Max 12000000,,25/10/2021,SLOVAKIA,Debt with denomination < €100.000,"Across Funding, a.s. - 097900BHES0000070670",SK4000018917,,04/02/2022,,NBS1-000-065-285
Standalone Prospectus,Standalone prospectus,Max 10000000,,21/10/2021,SLOVAKIA,Debt with denomination < €100.000 available only to qualified investors,"Pro Partners Development, s. r. o. - 097900CAKA0000039842",SK4000019451,,04/02/2022,,NBS1-000-065-321
Base Prospectus,Base prospectus without Final terms,,04/04/2022,18/10/2021,SLOVAKIA,,"365.bank, a. s. - 315700PLTAXHBHZP5J02",,04/04/2022,04/04/2022,LUXEMBOURG,NBS1-000-065-054
Base Prospectus,Base prospectus without Final terms,,04/04/2022,18/10/2021,SLOVAKIA,,"365.bank, a. s. - 315700PLTAXHBHZP5J02",,04/04/2022,04/04/2022,LUXEMBOURG,NBS1-000-065-054
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 7000000,,13/10/2021,SLOVAKIA,Debt with denomination < €100.000,PROXENTA Fundraising s. r. o. - 097900CAKA0000031015,SK4000019873,,12/04/2022,,100-000-311-047
Standalone Prospectus,Standalone prospectus,Max 210000000,10/05/2022,07/10/2021,SLOVAKIA,Debt with denomination < €100.000,"FelixInvest, a.s. - 097900CAKA0000006086",SK4000019774,10/05/2022,10/05/2022,CZECHIA,NBS1-000-064-381
Standalone Prospectus,Standalone prospectus,Max 70050000,04/02/2022,07/10/2021,SLOVAKIA,Debt with denomination < €100.000,"FelixInvest, a.s. - 097900CAKA0000006086",SK4000019782,04/02/2022,04/02/2022,CZECHIA,NBS1-000-064-382
Standalone Prospectus,Standalone prospectus,Max 10000000,,24/09/2021,SLOVAKIA,Debt with denomination < €100.000,"Dr. Max Funding, s.r.o. - 097900BHKT0000085453",SK4000019584,,04/02/2022,,NBS1-000-063-895
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 32000000,,23/09/2021,SLOVAKIA,Debt with denomination < €100.000,"Eurovea 2 financing, s.r.o. - 097900CACE0000227062",SK4000019683,,12/04/2022,,100-000-306-601
Standalone Prospectus,Standalone prospectus,Max 6000000,,22/09/2021,SLOVAKIA,Debt with denomination < €100.000,ADIKIA s.r.o. - 097900CAKA0000035768,SK4000019345,,04/02/2022,,NBS1-000-063-957
Standalone Prospectus,Standalone prospectus,Max 20000000,,16/09/2021,SLOVAKIA,Debt with denomination < €100.000,"Lucron Finance 2, s.r.o. - 097900CAKA0000044498",SK4000019675,,04/02/2022,,NBS1-000-063-893
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 500000000,15/04/2022,13/09/2021,SLOVAKIA,Debt with denomination ≥ €100.000,"Prima banka Slovensko, a.s. - 315700K45LRKNGMUIW27",SK4000019634,15/04/2022,12/04/2022,LUXEMBOURG,100-000-305-320
Base Prospectus,Base prospectus without Final terms,,,10/09/2021,SLOVAKIA,,"Eurovea 2 financing, s.r.o. - 097900CACE0000227062",,,04/04/2022,,NBS1-000-063-821
Base Prospectus,Base prospectus without Final terms,,,10/09/2021,SLOVAKIA,,"Eurovea 2 financing, s.r.o. - 097900CACE0000227062",,,04/04/2022,,NBS1-000-063-821
Standalone Prospectus,Standalone prospectus,Max 7000000,,19/07/2021,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public II, s.r.o. - 097900BIB00000125904",SK4000019428,,04/02/2022,,NBS1-000-062-407
Standalone Prospectus,Standalone prospectus,Max 9000000,,13/07/2021,SLOVAKIA,Debt with denomination < €100.000,CC Omikron s.r.o. - 097900CAKA0000034507,SK4000019519,,04/04/2022,,NBS1-000-062-332
Standalone Prospectus,Standalone prospectus,Max 25000000,,29/06/2021,SLOVAKIA,Debt with denomination ≥ €100.000,"J&T Global Finance XII., s.r.o. - 097900CAKA0000026456",SK4000019386,,04/02/2022,,NBS1-000-061-937
Standalone Prospectus,Standalone prospectus,Max 10000000,,29/06/2021,SLOVAKIA,Debt with denomination < €100.000,"Social Financing SK, s. r. o. - 097900CAKA0000035186",SK4000019410,,04/02/2022,,NBS1-000-061-924
Standalone Prospectus,Standalone prospectus,Max 75000000,04/02/2022,28/06/2021,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public II, s.r.o. - 097900BIB00000125904",SK4000019238,04/02/2022,04/02/2022,CZECHIA,NBS1-000-061-736
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 10000000,,17/06/2021,SLOVAKIA,Debt with denomination < €100.000,HB REAVIS Finance SK VIII s. r. o. - 097900CAKA0000036641,SK4000019378,,12/04/2022,,100-000-293-674
Standalone Prospectus,Standalone prospectus,Max 5000000,,16/06/2021,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public II, s.r.o. - 097900BIB00000125904",SK4000019295,,04/02/2022,,NBS1-000-061-532
Standalone Prospectus,Standalone prospectus,Max 5000000,,14/06/2021,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public II, s.r.o. - 097900BIB00000125904",SK4000019253,,04/02/2022,,NBS1-000-061-451
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 2000000,,18/05/2021,SLOVAKIA,Debt with denomination < €100.000,"Slovenská sporiteľňa, a.s. - 549300S2T3FWVVXWJI89",SK4000019154,,12/04/2022,,100-000-288-528
Standalone Prospectus,Standalone prospectus,Max 5000000,,17/05/2021,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public II, s.r.o. - 097900BIB00000125904",SK4000018883,,04/02/2022,,NBS1-000-060-365
Standalone Prospectus,Standalone prospectus,Max 5000000,,17/05/2021,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public II, s.r.o. - 097900BIB00000125904",SK4000019089,,04/02/2022,,NBS1-000-060-490
Base Prospectus,Base prospectus without Final terms,,,06/04/2021,SLOVAKIA,,"Tatra banka, a.s. - 3157002JBFAI478MD587",,,06/04/2021,,NBS1-000-059-326
Standalone Prospectus,Standalone prospectus,Max 7000000,,06/04/2021,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public II, s.r.o. - 097900BIB00000125904",SK4000018743,,04/02/2022,,NBS1-000-059-081
Standalone Prospectus,Standalone prospectus,Max 7000000,,29/03/2021,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public II, s.r.o. - 097900BIB00000125904",SK4000018750,,04/02/2022,,NBS1-000-059-084
Standalone Prospectus,Standalone prospectus,Max 550000000,04/02/2022,25/03/2021,SLOVAKIA,Debt with denomination < €100.000,SAB Holding a.s. - 315700W4A4AEAU8O8745,CZ0003531170,04/02/2022,04/02/2022,CZECHIA,NBS1-000-058-913
Standalone Prospectus,Standalone prospectus,Max 550000000,23/02/2022,25/03/2021,SLOVAKIA,Debt with denomination < €100.000,SAB Holding a.s. - 315700W4A4AEAU8O8745,CZ0003531162,23/02/2022,23/02/2022,CZECHIA,NBS1-000-058-911
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 500000000,15/04/2022,22/03/2021,SLOVAKIA,Debt with denomination ≥ €100.000,"Všeobecná úverová banka, a.s. - 549300JB1P61FUTPEZ75",SK4000018693,15/04/2022,12/04/2022,LUXEMBOURG,100-000-279-687
Standalone Prospectus,Standalone prospectus,Max 5000000,,12/03/2021,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public II, s.r.o. - 097900BIB00000125904",SK4000018602,,04/02/2022,,NBS1-000-058-401
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 10000000,,12/03/2021,SLOVAKIA,Debt with denomination < €100.000,HB REAVIS Finance SK VII s. r. o. - 097900CAB60000226468,SK4000018701,,12/04/2022,,100-000-281-492
Standalone Prospectus,Standalone prospectus,Max 5000000,,04/03/2021,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public II, s.r.o. - 097900BIB00000125904",SK4000018594,,04/02/2022,,NBS1-000-058-382
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 10000000,,04/03/2021,SLOVAKIA,Debt with denomination < €100.000,HB REAVIS Finance SK VII s. r. o. - 097900CAB60000226468,SK4000018586,,12/04/2022,,100-000-281-477
Standalone Prospectus,Standalone prospectus,Max 550000000,11/02/2022,02/03/2021,SLOVAKIA,Debt with denomination < €100.000,SAB Holding a.s. - 315700W4A4AEAU8O8745,SK4000018537,04/02/2022,04/02/2022,CZECHIA,NBS1-000-058-144
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 20000000,,19/02/2021,SLOVAKIA,Debt with denomination < €100.000,"Eurovea 2 financing, s.r.o. - 097900CACE0000227062",SK4000018487,,06/04/2022,,100-000-279-702
Standalone Prospectus,Standalone prospectus,Max 550000000,11/02/2022,11/02/2021,SLOVAKIA,Debt with denomination < €100.000 available only to qualified investors,SAB Holding a.s. - 315700W4A4AEAU8O8745,SK4000018438,04/02/2022,04/02/2022,CZECHIA,NBS1-000-057-307
Standalone Prospectus,Standalone prospectus,Max 550000000,11/02/2022,11/02/2021,SLOVAKIA,Debt with denomination < €100.000,SAB Holding a.s. - 315700W4A4AEAU8O8745,SK4000018446,11/02/2022,11/02/2022,CZECHIA,NBS1-000-057-309
Standalone Prospectus,Standalone prospectus,Max 5000000,,29/01/2021,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public II, s.r.o. - 097900BIB00000125904",SK4000018362,,04/02/2022,,NBS1-000-057-127
Standalone Prospectus,Standalone prospectus,Max 10000000,,29/01/2021,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public II, s.r.o. - 097900BIB00000125904",SK4000018370,,04/02/2022,,NBS1-000-057-128
Standalone Prospectus,Standalone prospectus,Not applicable,,21/12/2020,SLOVAKIA,Debt with denomination < €100.000,GOLSTROJ-SM s.r.o. - 097900BJCU0000187839,SK4000015798,,23/12/2020,,NBS1-000-056-082
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,17/12/2020,SLOVAKIA,,HB REAVIS Finance SK VII s.r.o. -  ,SK4000018198,,17/12/2020,,100-000-265-752
Standalone Prospectus,Standalone prospectus,Not applicable,17/12/2020,10/12/2020,SLOVAKIA,Debt with denomination < €100.000,"Tatry mountain resorts, a.s. - 315700YHD1JR6VB1BA90",SK4000018255,17/12/2020,17/12/2020,CZECHIA,NBS1-000-055-753
Standalone Prospectus,Standalone prospectus,Not applicable,,08/12/2020,SLOVAKIA,Debt with denomination < €100.000,"Across Funding, a.s. - 097900BHES0000070670",SK4000017471,,10/12/2020,,NBS1-000-055-596
Standalone Prospectus,Standalone prospectus,Max 3505300,11/02/2022,08/12/2020,SLOVAKIA,Shares,VINOHRADY HABSBURG a.s. - 097900BIFR0000155297,SK1000023517,11/02/2022,11/02/2022,CZECHIA,NBS1-000-055-623
Standalone Prospectus,Standalone prospectus,Not applicable,,01/12/2020,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public II, s.r.o. - 097900BIB00000125904",SK4000018214,,03/12/2020,,NBS1-000-055-396
Base Prospectus,Securities note,,,28/11/2020,SLOVAKIA,Debt with denomination < €100.000,"Auctor Finance, s. r. o. - 097900CAIT0000250277",,,03/11/2020,CZECHIA,NBS1-000-054-552-SK-SECN
Standalone Prospectus,Standalone prospectus,Not applicable,01/12/2020,25/11/2020,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public II, s.r.o. - 097900BIB00000125904",SK4000018032,01/12/2020,01/12/2020,CZECHIA,NBS1-000-055-212
Standalone Prospectus,Standalone prospectus,,,20/11/2020,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public II, s.r.o. - 097900BIB00000125904",,,23/11/2020,,NBS1-000-054-799
Standalone Prospectus,Standalone prospectus,Not applicable,,18/11/2020,SLOVAKIA,Debt with denomination < €100.000,Alpha Quest Funds SICAV p.l.c. - 3157001KWKTHIEBVY167,SK4000018206,,08/12/2020,,SK4000018206
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,03/11/2020,SLOVAKIA,,HB REAVIS Finance SK VII s.r.o. -  ,SK4000017729,,03/11/2020,,100-000-258-167
Standalone Prospectus,Standalone prospectus,,,28/10/2020,SLOVAKIA,Shares,AXON COVIDAX a. s. - 097900CAKA0000002788,,,02/11/2020,"AUSTRIA,CROATIA,CZECHIA,DENMARK,FINLAND,GERMANY,HUNGARY,ITALY,NETHERLANDS,POLAND,ROMANIA,SLOVENIA,SPAIN,UNITED KINGDOM",NBS1-000-054-629
Standalone Prospectus,Standalone prospectus,,,12/10/2020,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public II, s. r. o. - 097900BIB00000125904",,,12/10/2020,,SK4000017901
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,09/10/2020,SLOVAKIA,,Slovenská sporiteľňa a.s. -  ,SK4000017927,,09/10/2020,,100-000-254-393
Standalone Prospectus,Standalone prospectus,,,05/10/2020,SLOVAKIA,Debt with denomination < €100.000,CS Apparel Group a.s. -  ,,,08/10/2020,,SK4000016135
Standalone Prospectus,Standalone prospectus,,,29/09/2020,SLOVAKIA,Shares,"VINÁRSTVO HABSBURG, a.s. - 097900BICX0000141670",,,05/10/2020,CZECHIA,NBS1-000-053-630
Standalone Prospectus,Standalone prospectus,,,28/09/2020,SLOVAKIA,Debt with denomination < €100.000,Penta Funding Public II -  ,,,28/09/2020,,SK4000017844
Standalone Prospectus,Standalone prospectus,,,11/09/2020,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public II, s.r.o. - 097900BIB00000125904",,,23/09/2020,,SK4000017760
Standalone Prospectus,Standalone prospectus,,,11/09/2020,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public II, s.r.o. - 097900BIB00000125904",,,23/09/2020,,SK4000017778
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,27/08/2020,SLOVAKIA,,"Eurovea 2 financing, s.r.o. -  ",SK4000016903,,27/08/2020,,100-000-247-968
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,27/08/2020,SLOVAKIA,,Slovenská sporiteľňa a.s. -  ,SK4000017745,,27/08/2020,,100-000-247-964
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,27/08/2020,SLOVAKIA,,Slovenská sporiteľňa a.s. -  ,SK4000017737,,27/08/2020,,100-000-247-962
Standalone Prospectus,Standalone prospectus,,,24/08/2020,SLOVAKIA,Debt with denomination < €100.000,"Across Properties, a.s. - 097900BJJC0000208838",,,25/08/2020,,SK4000016796
Standalone Prospectus,Standalone prospectus,,,24/08/2020,SLOVAKIA,Debt with denomination < €100.000,"Across Properties, a.s. - 097900BJJC0000208838",,,25/08/2020,,SK4000017588
Standalone Prospectus,Standalone prospectus,,,19/08/2020,SLOVAKIA,Debt with denomination < €100.000,"Across Properties, a.s. - 097900BJJC0000208838",,,25/08/2020,,SK4000016002
Base Prospectus,Base prospectus without Final terms,,,10/08/2020,SLOVAKIA,Debt with denomination < €100.000,"Eurovea 2 financing, s.r.o. -  ",,,12/08/2020,,NBS1-000-052-478
Base Prospectus,Base prospectus without Final terms,,,10/08/2020,SLOVAKIA,Debt with denomination < €100.000,"Salve funding SR, j.s.a. -  ",,,12/08/2020,,NBS1-000-052-439
Standalone Prospectus,Standalone prospectus,,,29/07/2020,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public II, s.r.o. - 097900BIB00000125904",,,30/07/2020,,SK4000017612
Standalone Prospectus,Standalone prospectus,,,10/07/2020,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public II, s. r. o. - 097900BIB00000125904",,,13/07/2020,,SK4000017505
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,02/07/2020,SLOVAKIA,,Všeobecná úverová banka a.s. -  ,SK4000017455,,02/07/2020,LUXEMBOURG,100-000-239-311
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,02/07/2020,SLOVAKIA,,"Nova Green Finance, a.s. -  ",SK4000017273,,02/07/2020,,100-000-232-079
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,02/07/2020,SLOVAKIA,,"Nova Green Finance, a.s. -  ",SK4000017257,,02/07/2020,,100-000-232-083
Standalone Prospectus,Standalone prospectus,,,01/07/2020,SLOVAKIA,Debt with denomination < €100.000,SAB Holding a.s. - 315700W4A4AEAU8O8745,,,03/07/2020,CZECHIA,NBS1-000-050-643
Standalone Prospectus,Standalone prospectus,,,01/07/2020,SLOVAKIA,Debt with denomination < €100.000,SAB Holding a.s. - 315700W4A4AEAU8O8745,,,03/07/2020,CZECHIA,NBS1-000-050-645
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,01/07/2020,SLOVAKIA,,"Nova Green Finance, a.s. -  ",SK4000017547,,01/07/2020,CZECHIA,100-000-238-671
Standalone Prospectus,Standalone prospectus,,,30/06/2020,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public II, s.r.o. - 097900BIB00000125904",,,03/07/2020,,SK4000017497
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,26/06/2020,SLOVAKIA,,Slovenská sporiteľňa a.s. -  ,SK4000017372,,26/06/2020,,100-000-238-295
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,26/06/2020,SLOVAKIA,,Slovenská sporiteľňa a.s. -  ,SK4000017364,,26/06/2020,,100-000-238-288
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,26/06/2020,SLOVAKIA,,Slovenská sporiteľňa a.s. -  ,SK4000017463,,26/06/2020,,100-000-238-286
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,26/06/2020,SLOVAKIA,,"Nova Real Estate Finance, a.s. -  ",SK4000017489,,26/06/2020,AUSTRIA,100-000-238-282
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,17/06/2020,SLOVAKIA,,"Nova Real Estate Finance, a.s. -  ",SK4000017489,,17/06/2020,AUSTRIA,100-000-236-181
Base Prospectus,Base prospectus without Final terms,,,11/06/2020,SLOVAKIA,Debt with denomination < €100.000,"Všeobecná úverová banka, a.s. - 549300JB1P61FUTPEZ75",,,11/06/2020,LUXEMBOURG,NBS1-000-050-246
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,08/06/2020,SLOVAKIA,,HB REAVIS Finance SK VII s.r.o. -  ,SK4000016952,,08/06/2020,,100-000-229-223
Base Prospectus,Base prospectus without Final terms,,,05/06/2020,SLOVAKIA,Debt with denomination < €100.000,"Tatra banka, a.s. - 3157002JBFAI478MD587",,,09/06/2020,,NBS1-000-050-166
Standalone Prospectus,Standalone prospectus,Not applicable,,02/06/2020,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public II, s.r.o. - 097900BIB00000125904",SK4000017224,,13/04/2021,,NBS1-000-049-931
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,28/05/2020,SLOVAKIA,,"Nova Real Estate Finance, a.s. -  ",SK4000017265,,28/05/2020,AUSTRIA,100-000-232-126
Standalone Prospectus,Standalone prospectus,,,26/05/2020,SLOVAKIA,Debt with denomination < €100.000,SAB Financial Group a.s. -  ,,,27/05/2020,CZECHIA,NBS1-000-049-705
Standalone Prospectus,Standalone prospectus,,,26/05/2020,SLOVAKIA,Debt with denomination < €100.000,SAB Financial Group a.s. -  ,,,27/05/2020,CZECHIA,NBS1-000-049-707
Standalone Prospectus,Standalone prospectus,,,22/05/2020,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public II, s.r.o. - 097900BIB00000125904",,,25/05/2020,,SK4000017216
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,22/05/2020,SLOVAKIA,,Slovenská sporiteľňa a.s. -  ,SK4000017190,,22/05/2020,,100-000-231-864
Base Prospectus,Base prospectus without Final terms,,,05/05/2020,SLOVAKIA,Debt with denomination < €100.000,"Nova Real Estate Finance, a.s. - 097900BHF50000076087",,,14/05/2020,"AUSTRIA,CZECHIA",NBS1-000-049-253
Base Prospectus,Base prospectus without Final terms,,,05/05/2020,SLOVAKIA,Debt with denomination < €100.000,"Nova Green Finance, a.s. - 097900BHCB0000067044",,,14/05/2020,"AUSTRIA,CZECHIA",NBS1-000-049-252
Standalone Prospectus,Standalone prospectus,,,16/04/2020,SLOVAKIA,Debt with denomination < €100.000,"Penta Funfing Public II, s. r. o. -  ",,,21/04/2020,,SK4000017018
Standalone Prospectus,Standalone prospectus,,,16/04/2020,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public II, s. r. o. -  ",,,21/04/2020,,SK4000017026
Base Prospectus,Base prospectus without Final terms,,,23/03/2020,SLOVAKIA,Debt with denomination < €100.000,HB REAVIS Finance SK VII s. r. o. - 097900CAB60000226468,,,30/03/2020,,NBS1-000-048-390
Base Prospectus,Base prospectus without Final terms,,,03/03/2020,SLOVAKIA,Debt with denomination < €100.000,"Slovenská sporiteľňa, a.s. - 549300S2T3FWVVXWJI89",,,04/03/2020,,NBS1-000-047-791
Base Prospectus,Base prospectus without Final terms,,,26/02/2020,SLOVAKIA,Debt with denomination < €100.000,"Arca Capital Funding, a.s. - 097900BIDB0000142892",,,10/03/2020,CZECHIA,NBS1-000-046-911
Standalone Prospectus,Standalone prospectus,,,19/02/2020,SLOVAKIA,Debt with denomination ≥ €100.000,J&T SECURITIES MANAGEMENT - 315700GBLUBZ50S45F53,,,20/02/2020,,SK4000016846
Standalone Prospectus,Standalone prospectus,,,10/02/2020,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public II, s.r.o. - 097900BIB00000125904",,,10/02/2020,,SK4000016697
Standalone Prospectus,Standalone prospectus,,,04/02/2020,SLOVAKIA,Debt with denomination < €100.000,"Pro Partners Holding, a.s. - 097900BGMJ0000059415",,,10/02/2020,,SK4000016580
Standalone Prospectus,Standalone prospectus,,,27/01/2020,SLOVAKIA,Debt with denomination ≥ €100.000,"J&T ENERGY FINANCING EUR X, a.s. - 097900BJML0000221051",,,28/01/2020,,SK4000016689
Standalone Prospectus,Standalone prospectus,,,17/12/2019,SLOVAKIA,Debt with denomination ≥ €100.000,"Retail Property Finance III, s.r.o. - 097900BJKH0000213587",,,18/12/2019,,SK4000016531
Standalone Prospectus,Standalone prospectus,,,13/12/2019,SLOVAKIA,Debt with denomination ≥ €100.000,"Retail Property Finance I, s.r.o. - 097900BJFG0000196329",,,13/12/2019,,SK4000015301
Base Prospectus,Base prospectus without Final terms,,,28/11/2019,SLOVAKIA,Debt with denomination < €100.000,"Slovenská sporiteľňa, a.s. - 549300S2T3FWVVXWJI89",,,28/11/2019,AUSTRIA,NBS1-000-043-977
Standalone Prospectus,Standalone prospectus,,,27/11/2019,SLOVAKIA,Debt with denomination < €100.000,"Retail Property Finance II, s.r.o. - 097900BJKH0000213490",,,12/12/2019,,SK4000016390
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,29/10/2019,SLOVAKIA,,HB REAVIS Finance SK V s.r.o. -  ,SK4000016218,,29/10/2019,,100-000-199-495
Standalone Prospectus,Standalone prospectus,,,17/10/2019,SLOVAKIA,Debt with denomination ≥ €100.000,"BENCONT GROUP, a. s. - 097900BILW0000179390",,,18/10/2019,,SK4120014838
Standalone Prospectus,Standalone prospectus,,,11/10/2019,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public II, s. r. o. - 097900BIB00000125904",,,15/10/2019,,SK4000016119
Standalone Prospectus,Standalone prospectus,,,02/10/2019,SLOVAKIA,Shares,VINOHRADY HABSBURG a.s. - 097900BIFR0000155297,,,04/10/2019,,NBS1-000-042-132
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,01/10/2019,SLOVAKIA,,HB REAVIS Finance SK V s.r.o. -  ,SK4000015814,,01/10/2019,,100-000-194-662
Standalone Prospectus,Standalone prospectus,,,26/09/2019,SLOVAKIA,Debt with denomination < €100.000,"Pent Funding Public II, s. .r. o. - 097900BIB00000125904",,,01/10/2019,,SK4000015996
Standalone Prospectus,Standalone prospectus,,,20/09/2019,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public II, s. r. o. - 097900BIB00000125904",,,23/09/2019,,SK4000015988
Standalone Prospectus,Standalone prospectus,,,20/09/2019,SLOVAKIA,Debt with denomination ≥ €100.000,"J&T ENERGY FINANCING EUR VIII, a.s. - 097900BJIM0000207719",,,23/09/2019,,SK4000016028
Standalone Prospectus,Standalone prospectus,,,16/09/2019,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public II, s. r. o. - 097900BIB00000125904",,,17/09/2019,,SK4000015855
Standalone Prospectus,Standalone prospectus,,,11/09/2019,SLOVAKIA,Debt with denomination ≥ €100.000,"J&T ENERGY FINANCING EUR IX, a.s. - 097900BJIM0000207816",,,17/09/2019,,SK4000015905
Base Prospectus,Base prospectus without Final terms,,,03/09/2019,SLOVAKIA,Debt with denomination ≥ €100.000,"Prima banka Slovensko, a.s. - 315700K45LRKNGMUIW27",,,04/09/2019,LUXEMBOURG,NBS1-000-041-133
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,29/07/2019,SLOVAKIA,,"Slovenská sporiteľňa, a.s. -  ",SK4000015400,,29/07/2019,,100-000-175-881
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,29/07/2019,SLOVAKIA,,"Slovenská sporiteľňa, a.s. -  ",SK4000015707,,29/07/2019,,100-000-182-496
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,29/07/2019,SLOVAKIA,,"Všeobecná úverová banka, a.s. -  ",SK4000015475,,29/07/2019,,100-000-178-881
Standalone Prospectus,Standalone prospectus,,,26/07/2019,SLOVAKIA,Debt with denomination < €100.000,"Across Funding, a.s. - 097900BHES0000070670",,,26/08/2019,,SK4000015434
Standalone Prospectus,Standalone prospectus,,,18/07/2019,SLOVAKIA,Debt with denomination < €100.000,"Eurovea byty, a.s. - 097900BJHB0000203846",,,23/07/2019,,SK4000015723
Standalone Prospectus,Standalone prospectus,,,16/07/2019,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public II, s.r.o. -  ",,,17/07/2019,,SK4000015731
Standalone Prospectus,Standalone prospectus,,,16/07/2019,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public, s.r.o. -  ",,,17/07/2019,,SK4000015749
Standalone Prospectus,Standalone prospectus,,,15/07/2019,SLOVAKIA,Debt with denomination < €100.000,Awuila Real Asset Finance III a. s. -  ,,,16/07/2019,,SK4000015566
Standalone Prospectus,Standalone prospectus,,,11/07/2019,SLOVAKIA,Debt with denomination < €100.000,"Across Funding, a.s. - 097900BHES0000070670",,,15/07/2019,,SK4120014903
Standalone Prospectus,Standalone prospectus,,,04/07/2019,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public III, s.r.o. -  ",,,08/07/2019,,SK4000015640
Standalone Prospectus,Standalone prospectus,,,04/07/2019,SLOVAKIA,Debt with denomination ≥ €100.000,HB REAVIS Finance SK VI s.r.o. - 097900BJGU0000202480,,,11/07/2019,,SK4000015590
Standalone Prospectus,Standalone prospectus,,,03/07/2019,SLOVAKIA,Debt with denomination < €100.000,"J&T ENERGY FINANCING EUR VII, a.s. -  ",,,08/07/2019,,SK4000015673
