Prospectus Type,Document Type,Consideration offered,Last Passporting Date,Approval or filing date,Home Member State,Securities Type,Issuer(s) Name / LEI,ISIN,First Passporting Date,Last Update Date,Host Member State(s),National Document ID
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,07/03/2023,DENMARK,Debt with denomination < €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0009541955,,02/11/2023,,230018794
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,07/03/2023,DENMARK,Debt with denomination < €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0009540981,,02/11/2023,,230018794
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,07/03/2023,DENMARK,Debt with denomination < €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0009541013,,02/11/2023,,230018794
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,07/03/2023,DENMARK,Debt with denomination < €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0009541872,,02/11/2023,,230018794
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,07/03/2023,DENMARK,Debt with denomination < €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0009542680,,02/11/2023,,230018794
Base Prospectus,Base prospectus without Final terms,,,27/02/2023,DENMARK,,BLUE VISION A/S - 2138008SUI4D917FKN20,,,08/03/2023,,DK230018849
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,24/02/2023,DENMARK,Debt with denomination < €100.000,DLR KREDIT A/S - 529900PR2ELW8QI1B775,DK0006358478,,18/10/2023,,230018409
Standalone Prospectus,Standalone prospectus,74364924,,23/02/2023,DENMARK,Shares,Danske Andelskassers Bank A/S - 549300JECLPX13NZLU57,DK0060299063,,11/10/2023,,DK230018339
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,23/02/2023,DENMARK,Debt with denomination < €100.000,DANMARKS SKIBSKREDIT A/S - 549300T70JXFWEXCK295,DK0004133485,,17/10/2023,,230018485
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,23/02/2023,DENMARK,Debt with denomination < €100.000,DANMARKS SKIBSKREDIT A/S - 549300T70JXFWEXCK295,DK0004133568,,17/10/2023,,230018480
Base Prospectus,Base prospectus without Final terms,,,21/02/2023,DENMARK,,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,,,22/02/2023,,DK230018263
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,16/02/2023,DENMARK,Debt with denomination ≥ €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0030045703,,23/10/2023,,DK230018126
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,10/02/2023,DENMARK,Debt with denomination ≥ €100.000,AKTIESELSKABET ARBEJDERNES LANDSBANK - 549300D6BJ7XOO03RR69,DK0030522305,,30/10/2023,,230017918
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,08/02/2023,DENMARK,Debt with denomination ≥ €100.000,AKTIESELSKABET ARBEJDERNES LANDSBANK - 549300D6BJ7XOO03RR69,DK0030522222,,30/10/2023,,230017790
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,07/02/2023,DENMARK,Debt with denomination < €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0009542920,,02/11/2023,,230017916
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,07/02/2023,DENMARK,Debt with denomination < €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0009543142,,02/11/2023,,230017916
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,07/02/2023,DENMARK,Debt with denomination < €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0009543225,,02/11/2023,,230017916
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,07/02/2023,DENMARK,Debt with denomination < €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0009543068,,02/11/2023,,230017916
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,07/02/2023,DENMARK,Debt with denomination < €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0009543308,,02/11/2023,,230017916
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,07/02/2023,DENMARK,Debt with denomination < €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0009543498,,02/11/2023,,230017916
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,07/02/2023,DENMARK,Debt with denomination < €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0009543571,,02/11/2023,,230017916
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,19/01/2023,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002057371,,16/03/2023,,DK230018921
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,19/01/2023,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002057025,,16/03/2023,,DK230018921
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,19/01/2023,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002057298,,16/03/2023,,DK230018921
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,19/01/2023,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002057108,,16/03/2023,,DK230018921
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,19/01/2023,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002057454,,16/03/2023,,DK230018926
Standalone Prospectus,Standalone prospectus,Max 104000000,,06/01/2023,DENMARK,Shares,COPENHAGEN CAPITAL A/S - 2138009GSW8ZDUU33943,DK0061930641,,11/10/2023,,DK230016720
Standalone Prospectus,Standalone prospectus,Not applicable,11/10/2023,14/12/2022,DENMARK,Shares,Cadeler A/S - 9845008439EUED140282,DK0061412772,11/10/2023,11/10/2023,NORWAY,DK220016076
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,09/12/2022,DENMARK,Debt with denomination ≥ €100.000,AKTIESELSKABET ARBEJDERNES LANDSBANK - 549300D6BJ7XOO03RR69,DK0030515796,,26/10/2023,,220015906
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,07/12/2022,DENMARK,Debt with denomination < €100.000,DLR KREDIT A/S - 529900PR2ELW8QI1B775,DK0006358395,,18/10/2023,,220015866
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,06/12/2022,DENMARK,Debt with denomination < €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0009542334,,02/11/2023,,220015805
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,06/12/2022,DENMARK,Debt with denomination < €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0009541369,,02/11/2023,,220015805
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,06/12/2022,DENMARK,Debt with denomination < €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0009541526,,02/11/2023,,220015805
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,06/12/2022,DENMARK,Debt with denomination < €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0009541609,,02/11/2023,,220015805
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,06/12/2022,DENMARK,Debt with denomination < €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0009541799,,02/11/2023,,220015805
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,06/12/2022,DENMARK,Debt with denomination < €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0009542094,,02/11/2023,,220015805
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,06/12/2022,DENMARK,Debt with denomination < €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0009542250,,02/11/2023,,220015805
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,06/12/2022,DENMARK,Debt with denomination < €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0009542177,,02/11/2023,,220015805
Base Prospectus,Base prospectus without Final terms,,13/10/2023,30/11/2022,DENMARK,,SAXO BANK A/S - 549300TL5406IC1XKD09,,01/12/2022,01/12/2022,"BELGIUM,FRANCE,NETHERLANDS",DK220015667
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,30/11/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004615713,,19/10/2023,,DK220015603
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,30/11/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004626322,,19/10/2023,,DK220015603
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,30/11/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004612108,,19/10/2023,,DK220015603
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,24/11/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004626165,,19/10/2023,,DK220015426
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,24/11/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004626249,,19/10/2023,,DK220015426
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,24/11/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004625944,,19/10/2023,,DK220015426
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,24/11/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004626082,,19/10/2023,,DK220015426
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,24/11/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004625860,,19/10/2023,,DK220015426
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,24/11/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004625787,,19/10/2023,,DK220015426
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,24/11/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004625514,,19/10/2023,,DK220015426
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,24/11/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004625431,,19/10/2023,,DK220015426
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,24/11/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004625357,,19/10/2023,,DK220015426
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,24/11/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004625274,,19/10/2023,,DK220015426
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,24/11/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004625191,,19/10/2023,,DK220015426
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,24/11/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004625001,,19/10/2023,,DK220015426
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,24/11/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004624970,,19/10/2023,,DK220015426
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,24/11/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004624897,,19/10/2023,,DK220015426
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,24/11/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004624707,,19/10/2023,,DK220015426
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,24/11/2022,DENMARK,Debt with denomination < €100.000 available only to qualified investors,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004624624,,19/10/2023,,DK220015426
Standalone Prospectus,Standalone prospectus,42070545,11/10/2023,23/11/2022,DENMARK,Shares,AUDIENTES A/S - 984500F69AMF062DF496,DK0061406618,11/10/2023,11/10/2023,SWEDEN,DK220015491
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,14/11/2022,DENMARK,Debt with denomination < €100.000,Jyske Realkredit A/S - 529900R9HQNZRT2OXB26,DK0009411662,,20/10/2023,,DK220015030
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,14/11/2022,DENMARK,Debt with denomination < €100.000,Jyske Realkredit A/S - 529900R9HQNZRT2OXB26,DK0009411746,,20/10/2023,,DK220015030
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,14/11/2022,DENMARK,Debt with denomination < €100.000,Jyske Realkredit A/S - 529900R9HQNZRT2OXB26,DK0009411829,,20/10/2023,,DK220015030
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,10/11/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002056803,,14/11/2022,,DK220014876
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,10/11/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002056720,,14/11/2022,,DK220014876
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,10/11/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002056647,,14/11/2022,,DK220014876
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,10/11/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002056993,,14/11/2022,,DK220014876
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,09/11/2022,DENMARK,Debt with denomination ≥ €100.000,AKTIESELSKABET ARBEJDERNES LANDSBANK - 549300D6BJ7XOO03RR69,DK0030514476,,26/10/2023,,220014824
Standalone Prospectus,Standalone prospectus,Not applicable,,09/11/2022,DENMARK,Debt with denomination < €100.000,EUROPEAN ENERGY A/S - 21380051RCIXDBLT6P16,DK0030511613,,11/10/2023,,DK220014880
Standalone Prospectus,Standalone prospectus,Not applicable,,08/11/2022,DENMARK,Debt with denomination ≥ €100.000,NKT A/S - 529900197LKWCEQ0NL18,DK0030510995,,11/10/2023,,DK220014850
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2022,DENMARK,Debt with denomination < €100.000,Jyske Realkredit A/S - 529900R9HQNZRT2OXB26,DK0009410698,,20/10/2023,,DK220014456
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2022,DENMARK,Debt with denomination < €100.000,Jyske Realkredit A/S - 529900R9HQNZRT2OXB26,DK0009410771,,20/10/2023,,DK220014456
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2022,DENMARK,Debt with denomination < €100.000,Jyske Realkredit A/S - 529900R9HQNZRT2OXB26,DK0009410854,,20/10/2023,,DK220014456
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2022,DENMARK,Debt with denomination < €100.000,Jyske Realkredit A/S - 529900R9HQNZRT2OXB26,DK0009410938,,20/10/2023,,DK220014456
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2022,DENMARK,Debt with denomination < €100.000,Jyske Realkredit A/S - 529900R9HQNZRT2OXB26,DK0009411076,,20/10/2023,,DK220014456
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2022,DENMARK,Debt with denomination < €100.000,Jyske Realkredit A/S - 529900R9HQNZRT2OXB26,DK0009411159,,20/10/2023,,DK220014456
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2022,DENMARK,Debt with denomination < €100.000,Jyske Realkredit A/S - 529900R9HQNZRT2OXB26,DK0009411233,,20/10/2023,,DK220014456
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2022,DENMARK,Debt with denomination < €100.000,Jyske Realkredit A/S - 529900R9HQNZRT2OXB26,DK0009411316,,20/10/2023,,DK220014456
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2022,DENMARK,Debt with denomination < €100.000,Jyske Realkredit A/S - 529900R9HQNZRT2OXB26,DK0009411589,,20/10/2023,,DK220014456
Base Prospectus,Base prospectus without Final terms,,,27/10/2022,DENMARK,,P/F BankNordik - 5299005W3ZSR35ZYJH59,,,27/10/2022,,DK220014188
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,24/10/2022,DENMARK,Debt with denomination ≥ €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0030513585,,23/10/2023,,DK220014078
Base Prospectus,Base prospectus without Final terms,,28/10/2022,21/10/2022,DENMARK,,DANCANN PHARMA A/S - 549300KLXQ6IC2YUUB58,DK0061410487,28/10/2022,27/10/2022,SWEDEN,DK220014193
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,18/10/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002056563,,27/10/2022,,DK220013738
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,14/10/2022,DENMARK,Debt with denomination ≥ €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0030513312,,23/10/2023,,DK220013684
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,14/10/2022,DENMARK,Debt with denomination ≥ €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,NO0012724113,,23/10/2023,,DK220013684
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,12/10/2022,DENMARK,Debt with denomination ≥ €100.000,DLR KREDIT A/S - 529900PR2ELW8QI1B775,DK0006357900,,18/10/2023,,220013494
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,04/10/2022,DENMARK,Debt with denomination < €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0009540122,,02/11/2023,,220013044
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,04/10/2022,DENMARK,Debt with denomination < €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0009540478,,02/11/2023,,220013044
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,04/10/2022,DENMARK,Debt with denomination < €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0009540551,,02/11/2023,,220013044
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,04/10/2022,DENMARK,Debt with denomination < €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0009540635,,02/11/2023,,220013044
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,04/10/2022,DENMARK,Debt with denomination < €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0009540718,,02/11/2023,,220013044
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,04/10/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004624541,,18/10/2023,,DK
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,04/10/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004624467,,18/10/2023,,DK
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,29/09/2022,DENMARK,Debt with denomination < €100.000 available only to qualified investors,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002056217,,03/10/2022,,DK220012881
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,29/09/2022,DENMARK,Debt with denomination < €100.000 available only to qualified investors,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002056480,,03/10/2022,,DK220012881
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,29/09/2022,DENMARK,Debt with denomination < €100.000,Jyske Realkredit A/S - 529900R9HQNZRT2OXB26,DK0009410508,,20/10/2023,,DK220012870
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,29/09/2022,DENMARK,Debt with denomination < €100.000 available only to qualified investors,Jyske Realkredit A/S - 529900R9HQNZRT2OXB26,DK0009410342,,20/10/2023,,DK220012870
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,29/09/2022,DENMARK,Debt with denomination < €100.000 available only to qualified investors,Jyske Realkredit A/S - 529900R9HQNZRT2OXB26,DK0009410425,,20/10/2023,,DK220012870
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,27/09/2022,DENMARK,Debt with denomination ≥ €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0030507694,,23/10/2023,,DK220012733
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,16/09/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004624384,,18/10/2023,,220012160
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,15/09/2022,DENMARK,Debt with denomination < €100.000,AKTIESELSKABET ARBEJDERNES LANDSBANK - 549300D6BJ7XOO03RR69,DK0030512181,,26/10/2023,,DK22001275
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,13/09/2022,DENMARK,Debt with denomination < €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0009540395,,02/11/2023,,220011981
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,13/09/2022,DENMARK,Debt with denomination < €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0009539892,,02/11/2023,,220011981
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,13/09/2022,DENMARK,Debt with denomination < €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0009540049,,02/11/2023,,220011981
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,13/09/2022,DENMARK,Debt with denomination < €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0009540205,,02/11/2023,,220011981
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,13/09/2022,DENMARK,Debt with denomination < €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0009539975,,02/11/2023,,220011981
Standalone Prospectus,Standalone prospectus,Not applicable,,08/09/2022,DENMARK,Shares,NOBLE CORPORATION PLC - 549300I3HBUNXO0OG954,GB00BMXNWH07,,11/10/2023,,DK220011831
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,30/08/2022,DENMARK,Debt with denomination < €100.000,DLR KREDIT A/S - 529900PR2ELW8QI1B775,DK0006357744,,18/10/2023,,220011290
Base Prospectus,Supplement,,,30/08/2022,DENMARK,Debt with denomination < €100.000 available only to qualified investors,DANMARKS SKIBSKREDIT A/S - 549300T70JXFWEXCK295,,,31/08/2022,,DK220011342
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,30/08/2022,DENMARK,Debt with denomination < €100.000 available only to qualified investors,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002056134,,31/08/2022,,DK220011300
Base Prospectus,Supplement,,,29/08/2022,DENMARK,Debt with denomination < €100.000 available only to qualified investors,AKTIESELSKABET ARBEJDERNES LANDSBANK - 549300D6BJ7XOO03RR69,,,31/08/2022,,DK2200130
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,29/08/2022,DENMARK,Debt with denomination < €100.000 available only to qualified investors,Jyske Realkredit A/S - 529900R9HQNZRT2OXB26,DK0009410268,,20/10/2023,,DK220011216
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,23/08/2022,DENMARK,Debt with denomination ≥ €100.000,Jyske Realkredit A/S - 529900R9HQNZRT2OXB26,DK0009410185,,01/11/2023,,DK0009410185
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,22/08/2022,DENMARK,Debt with denomination < €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0009538738,,02/11/2023,,220010807
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,22/08/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004624111,,18/10/2023,,DK22001049
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,22/08/2022,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,NO0012637323,,18/10/2023,,DK22001049
Base Prospectus,Supplement,,,19/08/2022,DENMARK,,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,,,19/08/2022,,DK220010732
Base Prospectus,Supplement,,,19/08/2022,DENMARK,,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,,,19/08/2022,,DK220010733
Base Prospectus,Base prospectus without Final terms,,,09/08/2022,DENMARK,,DLR KREDIT A/S - 529900PR2ELW8QI1B775,,,15/08/2022,,DK220010167
Base Prospectus,Base prospectus without Final terms,,,09/08/2022,DENMARK,,DLR KREDIT A/S - 529900PR2ELW8QI1B775,,,15/08/2022,,DK220010167
