KEY,TITLE,TITLE_COMPL,PROSP3_MEASURE,FREQ,S_NCA,PROSP3_SECURITIES_TYPE,MTR,CURR_ISSNC,PROSP3_OFFER_TYPE,PROSP3_DOCUMENT_TYPE,SEC_TYPE_CFI,ISSUER_COU,ISSUER_SECTOR,PROSP3_PRSP_TYPE,PROSP3_SME_CAT_TYPE,PROSP3_PSSP,PROSP3_VENUE,PROSP3_LNGG,MV
PROSP3.NUM_ISSUER.Q.SE.Z.Z.Z.Z.Z.HE.A6.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Complex options - Equities from EEA30 filled in Sweden ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[SE] Sweden,Z,Z,Z,Z,Z,[HE] Complex options - Equities,[A6] EEA30,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.SE.Z.Z.Z.Z.Z.RS.A0.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Subscription rights from EEA3 filled in Sweden ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[SE] Sweden,Z,Z,Z,Z,Z,[RS] Subscription rights,[A0] EEA3,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.SE.Z.Z.Z.Z.Z.RW.CH.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Warrants from Switzerland filled in Sweden ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[SE] Sweden,Z,Z,Z,Z,Z,[RW] Warrants,[CH] Switzerland,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.SE.Z.Z.Z.Z.Z.SE.SE.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Equity swap from Sweden filled in Sweden ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[SE] Sweden,Z,Z,Z,Z,Z,[SE] Equity swap,[SE] Sweden,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.SE.Z.Z.Z.Z.Z.ZNAV.A1.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of CFI not available from World filled in Sweden ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[SE] Sweden,Z,Z,Z,Z,Z,[ZNAV] CFI not available,[A1] World,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.SI.Z.Z.Z.Z.Z.ZALL.A6.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of All records if applicable from EEA30 filled in Slovenia ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[SI] Slovenia,Z,Z,Z,Z,Z,[ZALL] All records if applicable,[A6] EEA30,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.SK.Z.Z.Z.Z.Z.D.MT.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Debt from Malta filled in Slovakia ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[SK] Slovakia,Z,Z,Z,Z,Z,[D] Debt,[MT] Malta,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.SK.Z.Z.Z.Z.Z.DE.A1.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Structured debt (no capital protection) from World filled in Slovakia ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[SK] Slovakia,Z,Z,Z,Z,Z,[DE] Structured debt (no capital protection),[A1] World,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.SK.Z.Z.Z.Z.Z.ES.A6.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Shares from EEA30 filled in Slovakia ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[SK] Slovakia,Z,Z,Z,Z,Z,[ES] Shares,[A6] EEA30,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.SK.Z.Z.Z.Z.Z.ZALL.CZ.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of All records if applicable from Czechia filled in Slovakia ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[SK] Slovakia,Z,Z,Z,Z,Z,[ZALL] All records if applicable,[CZ] Czechia,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.SK.Z.Z.Z.Z.Z.ZALL.MT.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of All records if applicable from Malta filled in Slovakia ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[SK] Slovakia,Z,Z,Z,Z,Z,[ZALL] All records if applicable,[MT] Malta,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.V5.Z.Z.Z.Z.Z.CF.V5.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of FoFs from EU27 filled in EU27 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[V5] EU27,Z,Z,Z,Z,Z,[CF] FoFs,[V5] EU27,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.V5.Z.Z.Z.Z.Z.CP.A1.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of PEs from World filled in EU27 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[V5] EU27,Z,Z,Z,Z,Z,[CP] PEs,[A1] World,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.V5.Z.Z.Z.Z.Z.CP.ROW.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of PEs from RoW filled in EU27 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[V5] EU27,Z,Z,Z,Z,Z,[CP] PEs,[ROW] RoW,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.V5.Z.Z.Z.Z.Z.D.RO.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Debt from Romania filled in EU27 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[V5] EU27,Z,Z,Z,Z,Z,[D] Debt,[RO] Romania,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.V5.Z.Z.Z.Z.Z.D.SK.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Debt from Slovakia filled in EU27 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[V5] EU27,Z,Z,Z,Z,Z,[D] Debt,[SK] Slovakia,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.V5.Z.Z.Z.Z.Z.D.UN009.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Debt from Oceania filled in EU27 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[V5] EU27,Z,Z,Z,Z,Z,[D] Debt,[UN009] Oceania,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.V5.Z.Z.Z.Z.Z.D.US.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Debt from USA filled in EU27 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[V5] EU27,Z,Z,Z,Z,Z,[D] Debt,[US] USA,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.V5.Z.Z.Z.Z.Z.DA.ES.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of ABS from Spain filled in EU27 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[V5] EU27,Z,Z,Z,Z,Z,[DA] ABS,[ES] Spain,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.V5.Z.Z.Z.Z.Z.DB.LV.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Bonds from Latvia filled in EU27 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[V5] EU27,Z,Z,Z,Z,Z,[DB] Bonds,[LV] Latvia,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.V5.Z.Z.Z.Z.Z.DG.A1.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of MBS from World filled in EU27 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[V5] EU27,Z,Z,Z,Z,Z,[DG] MBS,[A1] World,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.V5.Z.Z.Z.Z.Z.DG.A6.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of MBS from EEA30 filled in EU27 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[V5] EU27,Z,Z,Z,Z,Z,[DG] MBS,[A6] EEA30,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.V5.Z.Z.Z.Z.Z.DM.A1.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Other debt from World filled in EU27 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[V5] EU27,Z,Z,Z,Z,Z,[DM] Other debt,[A1] World,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.V5.Z.Z.Z.Z.Z.DM.DE.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Other debt from Germany filled in EU27 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[V5] EU27,Z,Z,Z,Z,Z,[DM] Other debt,[DE] Germany,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.V5.Z.Z.Z.Z.Z.DM.GB.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Other debt from United Kingdom filled in EU27 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[V5] EU27,Z,Z,Z,Z,Z,[DM] Other debt,[GB] United Kingdom,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.V5.Z.Z.Z.Z.Z.DN.V5.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Municipal bonds from EU27 filled in EU27 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[V5] EU27,Z,Z,Z,Z,Z,[DN] Municipal bonds,[V5] EU27,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.V5.Z.Z.Z.Z.Z.DRVT.SE.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Derivatives from Sweden filled in EU27 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[V5] EU27,Z,Z,Z,Z,Z,[DRVT] Derivatives,[SE] Sweden,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.V5.Z.Z.Z.Z.Z.DS.LU.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Structured debt (capital protection) from Luxembourg filled in EU27 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[V5] EU27,Z,Z,Z,Z,Z,[DS] Structured debt (capital protection),[LU] Luxembourg,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.V5.Z.Z.Z.Z.Z.DS.UN019.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Structured debt (capital protection) from Americas filled in EU27 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[V5] EU27,Z,Z,Z,Z,Z,[DS] Structured debt (capital protection),[UN019] Americas,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.V5.Z.Z.Z.Z.Z.DT.MT.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of MTN from Malta filled in EU27 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[V5] EU27,Z,Z,Z,Z,Z,[DT] MTN,[MT] Malta,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.V5.Z.Z.Z.Z.Z.DT.PT.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of MTN from Portugal filled in EU27 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[V5] EU27,Z,Z,Z,Z,Z,[DT] MTN,[PT] Portugal,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.V5.Z.Z.Z.Z.Z.E.A6.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Equity from EEA30 filled in EU27 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[V5] EU27,Z,Z,Z,Z,Z,[E] Equity,[A6] EEA30,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.V5.Z.Z.Z.Z.Z.E.LU.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Equity from Luxembourg filled in EU27 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[V5] EU27,Z,Z,Z,Z,Z,[E] Equity,[LU] Luxembourg,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.V5.Z.Z.Z.Z.Z.ED.NL.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of DR equities from Netherlands filled in EU27 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[V5] EU27,Z,Z,Z,Z,Z,[ED] DR equities,[NL] Netherlands,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.V5.Z.Z.Z.Z.Z.EP.V5.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Preferred / Preference shares from EU27 filled in EU27 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[V5] EU27,Z,Z,Z,Z,Z,[EP] Preferred / Preference shares,[V5] EU27,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.V5.Z.Z.Z.Z.Z.ES.US.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Shares from USA filled in EU27 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[V5] EU27,Z,Z,Z,Z,Z,[ES] Shares,[US] USA,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.V5.Z.Z.Z.Z.Z.EY.DE.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Structured instruments (participation) from Germany filled in EU27 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[V5] EU27,Z,Z,Z,Z,Z,[EY] Structured instruments (participation),[DE] Germany,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.V5.Z.Z.Z.Z.Z.EY.IE.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Structured instruments (participation) from Ireland filled in EU27 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[V5] EU27,Z,Z,Z,Z,Z,[EY] Structured instruments (participation),[IE] Ireland,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.V5.Z.Z.Z.Z.Z.HC.SE.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Complex options - Credit from Sweden filled in EU27 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[V5] EU27,Z,Z,Z,Z,Z,[HC] Complex options - Credit,[SE] Sweden,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.V5.Z.Z.Z.Z.Z.HE.A1.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Complex options - Equities from World filled in EU27 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[V5] EU27,Z,Z,Z,Z,Z,[HE] Complex options - Equities,[A1] World,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.V5.Z.Z.Z.Z.Z.HE.SE.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Complex options - Equities from Sweden filled in EU27 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[V5] EU27,Z,Z,Z,Z,Z,[HE] Complex options - Equities,[SE] Sweden,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.V5.Z.Z.Z.Z.Z.R.FI.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Entitlement (rights) from Finland filled in EU27 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[V5] EU27,Z,Z,Z,Z,Z,[R] Entitlement (rights),[FI] Finland,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.V5.Z.Z.Z.Z.Z.RF.IT.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Mini-future certificates from Italy filled in EU27 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[V5] EU27,Z,Z,Z,Z,Z,[RF] Mini-future certificates,[IT] Italy,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.V5.Z.Z.Z.Z.Z.RF.SE.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Mini-future certificates from Sweden filled in EU27 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[V5] EU27,Z,Z,Z,Z,Z,[RF] Mini-future certificates,[SE] Sweden,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.V5.Z.Z.Z.Z.Z.RS.NL.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Subscription rights from Netherlands filled in EU27 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[V5] EU27,Z,Z,Z,Z,Z,[RS] Subscription rights,[NL] Netherlands,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.V5.Z.Z.Z.Z.Z.RW.ROW.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Warrants from RoW filled in EU27 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[V5] EU27,Z,Z,Z,Z,Z,[RW] Warrants,[ROW] RoW,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.V5.Z.Z.Z.Z.Z.RW.SE.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Warrants from Sweden filled in EU27 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[V5] EU27,Z,Z,Z,Z,Z,[RW] Warrants,[SE] Sweden,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.V5.Z.Z.Z.Z.Z.SCRT.LU.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Securities from Luxembourg filled in EU27 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[V5] EU27,Z,Z,Z,Z,Z,[SCRT] Securities,[LU] Luxembourg,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.V5.Z.Z.Z.Z.Z.SCRT.PL.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of Securities from Poland filled in EU27 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[V5] EU27,Z,Z,Z,Z,Z,[SCRT] Securities,[PL] Poland,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.V5.Z.Z.Z.Z.Z.Z.A1.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of securities from World approved monthly in EU27,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[V5] EU27,Z,Z,Z,Z,Z,Z,[A1] World,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.V5.Z.Z.Z.Z.Z.Z.FR.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of securities from France approved monthly in EU27,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[V5] EU27,Z,Z,Z,Z,Z,Z,[FR] France,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.V5.Z.Z.Z.Z.Z.ZALL.FI.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of All records if applicable from Finland filled in EU27 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[V5] EU27,Z,Z,Z,Z,Z,[ZALL] All records if applicable,[FI] Finland,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.V5.Z.Z.Z.Z.Z.ZALL.GR.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of All records if applicable from Greece filled in EU27 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[V5] EU27,Z,Z,Z,Z,Z,[ZALL] All records if applicable,[GR] Greece,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.V5.Z.Z.Z.Z.Z.ZALL.HR.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of All records if applicable from Croatia filled in EU27 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[V5] EU27,Z,Z,Z,Z,Z,[ZALL] All records if applicable,[HR] Croatia,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.V5.Z.Z.Z.Z.Z.ZNAV.LU.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of CFI not available from Luxembourg filled in EU27 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[V5] EU27,Z,Z,Z,Z,Z,[ZNAV] CFI not available,[LU] Luxembourg,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_ISSUER.Q.V5.Z.Z.Z.Z.Z.ZNAV.RO.Z.Z.Z.Z.Z.Z.Z,Quarterly number of issuers of CFI not available from Romania filled in EU27 ,,[NUM_ISSUER] Number of unique issuers in securities,[Q] quarterly,[V5] EU27,Z,Z,Z,Z,Z,[ZNAV] CFI not available,[RO] Romania,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_PRSP.Q.A0.N_EQTY.Z.Z.Z.Z.Z.DE.Z.Z.Z.Z.Z.Z.Z,Quarterly number of prospectuses on instrument type Non equity securities approved annually in EEA3 and issuer in Germany,,[NUM_PRSP] Number of prospectuses,[Q] quarterly,[A0] EEA3,[N_EQTY] Non equity securities,Z,Z,Z,Z,Z,[DE] Germany,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_PRSP.Q.A0.N_EQTY.Z.Z.Z.Z.Z.US.Z.Z.Z.Z.Z.Z.Z,Quarterly number of prospectuses on instrument type Non equity securities approved annually in EEA3 and issuer in USA,,[NUM_PRSP] Number of prospectuses,[Q] quarterly,[A0] EEA3,[N_EQTY] Non equity securities,Z,Z,Z,Z,Z,[US] USA,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_PRSP.Q.A0.Z.Z.Z.Z.Z.Z.UN142.Z.Z.Z.Z.Z.Z.Z,Quarterly number of prospectuses approved annually in EEA3 and issuer in Asia,,[NUM_PRSP] Number of prospectuses,[Q] quarterly,[A0] EEA3,Z,Z,Z,Z,Z,Z,[UN142] Asia,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_PRSP.Q.A0.ZALL.Z.Z.Z.Z.Z.LI.Z.Z.Z.Z.Z.Z.Z,Quarterly number of prospectuses on instrument type All instruments approved annually in EEA3 and issuer in Liechtenstein,,[NUM_PRSP] Number of prospectuses,[Q] quarterly,[A0] EEA3,[ZALL] All instruments,Z,Z,Z,Z,Z,[LI] Liechtenstein,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_PRSP.Q.A0.ZALL.Z.Z.Z.Z.Z.UN019.Z.Z.Z.Z.Z.Z.Z,Quarterly number of prospectuses on instrument type All instruments approved annually in EEA3 and issuer in Americas,,[NUM_PRSP] Number of prospectuses,[Q] quarterly,[A0] EEA3,[ZALL] All instruments,Z,Z,Z,Z,Z,[UN019] Americas,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_PRSP.Q.A1.EQTY.Z.Z.Z.Z.Z.CH.Z.Z.Z.Z.Z.Z.Z,Quarterly number of prospectuses on instrument type Equity approved annually in World and issuer in Switzerland,,[NUM_PRSP] Number of prospectuses,[Q] quarterly,[A1] World,[EQTY] Equity,Z,Z,Z,Z,Z,[CH] Switzerland,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_PRSP.Q.A1.EQTY.Z.Z.Z.Z.Z.DE.Z.Z.Z.Z.Z.Z.Z,Quarterly number of prospectuses on instrument type Equity approved annually in World and issuer in Germany,,[NUM_PRSP] Number of prospectuses,[Q] quarterly,[A1] World,[EQTY] Equity,Z,Z,Z,Z,Z,[DE] Germany,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_PRSP.Q.A1.EQTY.Z.Z.Z.Z.Z.ES.Z.Z.Z.Z.Z.Z.Z,Quarterly number of prospectuses on instrument type Equity approved annually in World and issuer in Spain,,[NUM_PRSP] Number of prospectuses,[Q] quarterly,[A1] World,[EQTY] Equity,Z,Z,Z,Z,Z,[ES] Spain,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_PRSP.Q.A1.EQTY.Z.Z.Z.Z.Z.FR.Z.Z.Z.Z.Z.Z.Z,Quarterly number of prospectuses on instrument type Equity approved annually in World and issuer in France,,[NUM_PRSP] Number of prospectuses,[Q] quarterly,[A1] World,[EQTY] Equity,Z,Z,Z,Z,Z,[FR] France,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_PRSP.Q.A1.EQTY.Z.Z.Z.Z.Z.PL.Z.Z.Z.Z.Z.Z.Z,Quarterly number of prospectuses on instrument type Equity approved annually in World and issuer in Poland,,[NUM_PRSP] Number of prospectuses,[Q] quarterly,[A1] World,[EQTY] Equity,Z,Z,Z,Z,Z,[PL] Poland,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_PRSP.Q.A1.EQTY.Z.Z.Z.Z.Z.ROW.Z.Z.Z.Z.Z.Z.Z,Quarterly number of prospectuses on instrument type Equity approved annually in World and issuer in RoW,,[NUM_PRSP] Number of prospectuses,[Q] quarterly,[A1] World,[EQTY] Equity,Z,Z,Z,Z,Z,[ROW] RoW,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_PRSP.Q.A1.EQTY.Z.Z.Z.Z.Z.SE.Z.Z.Z.Z.Z.Z.Z,Quarterly number of prospectuses on instrument type Equity approved annually in World and issuer in Sweden,,[NUM_PRSP] Number of prospectuses,[Q] quarterly,[A1] World,[EQTY] Equity,Z,Z,Z,Z,Z,[SE] Sweden,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_PRSP.Q.A1.MIXED.Z.Z.Z.Z.Z.A0.Z.Z.Z.Z.Z.Z.Z,Quarterly number of prospectuses on instrument type Equity and non-equity approved annually in World and issuer in EEA3,,[NUM_PRSP] Number of prospectuses,[Q] quarterly,[A1] World,[MIXED] Equity and non-equity,Z,Z,Z,Z,Z,[A0] EEA3,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_PRSP.Q.A1.N_EQTY.Z.Z.Z.Z.Z.IE.Z.Z.Z.Z.Z.Z.Z,Quarterly number of prospectuses on instrument type Non equity securities approved annually in World and issuer in Ireland,,[NUM_PRSP] Number of prospectuses,[Q] quarterly,[A1] World,[N_EQTY] Non equity securities,Z,Z,Z,Z,Z,[IE] Ireland,Z,Z,Z,Z,Z,Z,Z
PROSP3.NUM_PRSP.Q.A1.N_EQTY.Z.Z.Z.Z.Z.IT.Z.Z.Z.Z.Z.Z.Z,Quarterly number of prospectuses on instrument type Non equity securities approved annually in World and issuer in Italy,,[NUM_PRSP] Number of prospectuses,[Q] quarterly,[A1] World,[N_EQTY] Non equity securities,Z,Z,Z,Z,Z,[IT] Italy,Z,Z,Z,Z,Z,Z,Z
